"detail_id","name","prefecture","start_date","status_text","detail_url"
"5747","横浜金沢八景郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5747"
"5748","横浜金沢振興センター郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5748"
"5749","能見台駅前郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5749"
"5750","横浜片吹郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5750"
"5751","横浜富岡郵便局","神奈川県","1984-05-21","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5751"
"5752","金沢文庫駅前郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5752"
"5753","横浜清水橋郵便局","神奈川県","2014-01-01","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5753"
"5754","横浜金沢シーサイドタウン郵便局","神奈川県","1999-11-11","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5754"
"5755","横浜能見台郵便局","神奈川県","2003-12-31","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5755"
"5756","横浜港南台東郵便局","神奈川県","2014-04-01","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke/detail.php?id=5756"
