"detail_id","name","prefecture","address","geocode_address","latitude","longitude","start_date","status_text","detail_url"
"7458","田島郵便局","長野県","〒399-3802 長野県上伊那郡中川村片桐３８５３","長野県上伊那郡中川村片桐３８５３","35.629391","137.92305","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7458"
"7459","七久保郵便局","長野県","〒399-3705 長野県上伊那郡飯島町七久保７４９－１","長野県上伊那郡飯島町七久保７４９－１","35.657021","137.906082","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7459"
"7460","東伊那郵便局","長野県","〒399-4321 長野県駒ヶ根市東伊那２３８４－８","長野県駒ヶ根市東伊那２３８４－８","35.760498","137.985168","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7460"
"7461","東春近郵便局","長野県","〒399-4432 長野県伊那市東春近１８２０－４","長野県伊那市東春近１８２０－４","35.805943","137.957794","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7461"
"7462","鹿塩郵便局","長野県","〒399-3501 長野県下伊那郡大鹿村鹿塩３９２－７","長野県下伊那郡大鹿村鹿塩３９２－７","35.628407","138.068008","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7462"
"7463","山吹郵便局","長野県","〒399-3101 長野県下伊那郡高森町山吹８４３０","長野県下伊那郡高森町山吹８４３０","35.586266","137.882797","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7463"
"7464","河野郵便局","長野県","〒399-3201 長野県下伊那郡豊丘村河野２６３７","長野県下伊那郡豊丘村河野２６３７","35.562012","137.94516","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7464"
"7465","上市田郵便局","長野県","〒399-3104 長野県下伊那郡高森町上市田４４３－６","長野県下伊那郡高森町上市田４４３－６","35.555397","137.861755","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7465"
"7466","富田郵便局","長野県","〒395-1106 長野県下伊那郡喬木村１２３５８－１","長野県下伊那郡喬木村１２３５８－１","35.513889","137.873886","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7466"
"7467","生田郵便局","長野県","〒399-3302 長野県下伊那郡松川町生田７２８－５","長野県下伊那郡松川町生田７２８－５","35.581867","137.925797","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7467"
