"detail_id","name","prefecture","address","geocode_address","latitude","longitude","start_date","status_text","detail_url","mailing_address"
"1890","竹田簡易郵便局","福井県","〒910-0203 福井県坂井市丸岡町山口第５６号２４－１","福井県坂井市丸岡町山口第５６号２４－１","36.148796","136.388306","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1890","〒910-0203 福井県坂井市丸岡町山口第５６号２４－１ 竹田簡易郵便局 記念押印担当 あて ※日本国外からの押印依頼について 国際郵便の取扱いを行っておりませんので、日本国外あての郵便物への引受消印及び、外国来の郵頼等には対応できません。 (留意点) ・押印の具体的な指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・締切後に到着した郵頼につきましてはお客さまへ返信させていただく場合がございます。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1892","鳴鹿簡易郵便局","福井県","〒910-0337 福井県坂井市丸岡町新鳴鹿３－１００","福井県坂井市丸岡町新鳴鹿３－１００","36.107925","136.297989","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1892","〒910-0337 福井県坂井市丸岡町新鳴鹿３－１００ 鳴鹿簡易郵便局 記念押印担当 あて ※日本国外からの押印依頼について 国際郵便の取扱いを行っておりませんので、日本国外あての郵便物への引受消印及び、外国来の郵頼等には対応できません。 (留意点) ・押印の具体的な指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・締切後に到着した郵頼につきましてはお客さまへ返信させていただく場合がございます。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1894","六呂師高原簡易郵便局","福井県","〒912-0131 福井県大野市南六呂師第３９号１－２","福井県大野市南六呂師第３９号１－２","36.022434","136.598022","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1894","〒912-0131 福井県大野市南六呂師第３９号１－２ 六呂師簡易郵便局 記念押印担当 あて ※日本国外からの押印依頼について 国際郵便の取扱いを行っておりませんので、日本国外あての郵便物への引受消印及び、外国来の郵頼等には対応できません。 (留意点) ・押印の具体的な指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・締切後に到着した郵頼につきましてはお客さまへ返信させていただく場合がございます。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1891","芦見簡易郵便局","福井県","〒910-2203 福井県福井市西中町３－９－１","福井県福井市西中町３－９－１","36.032185","136.409561","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1891","〒910-2203 福井県福井市西中町３－９－１ 芦見簡易郵便局 記念押印担当 あて ※日本国外からの押印依頼について 国際郵便の取扱いを行っておりませんので、日本国外あての郵便物への引受消印及び、外国来の郵頼等には対応できません。 (留意点) ・押印の具体的な指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・締切後に到着した郵頼につきましてはお客さまへ返信させていただく場合がございます。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1893","新横江簡易郵便局","福井県","〒916-0043 福井県鯖江市定次町２-２４","福井県鯖江市定次町２-２４","35.938019","136.196396","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1893","〒916-0043 福井県鯖江市定次町２-２４ 新横江簡易郵便局 記念押印担当 あて ※日本国外からの押印依頼について 国際郵便の取扱いを行っておりませんので、日本国外あての郵便物への引受消印及び、外国来の郵頼等には対応できません。 (留意点) ・押印の指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1902","富士駅前郵便局","静岡県","〒416-0923 静岡県富士市横割本町1-1 ソシエルふじ 1階","静岡県富士市横割本町1-1 ソシエルふじ 1階","35.150612","138.650818","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1902","①4月15日(月)の到着分まで 富士水戸島郵便局 〒416-0921 富士市水戸島1-5-17 ※「富士駅前郵便局の初日押印」並びに「移転前の富士水戸島郵便局の風景」を希望される場合は、4月15日(月)までに到着するよう余裕を持って郵送をお願いします。 ②初日押印以外の押印 富士駅前郵便局 〒416-0923 富士市横割本町1-1 ソシエルふじ 1階 【注意事項等】 ・お申し込みの際、複数種類の郵頼を一つの往信封筒に入れるのは、ご遠慮ください。 ・依頼内容に不備があった場合やご希望に添えない場合などで、確認の連絡が取れない場合には、押印せずに返送させていただきます。 ・押印の具体的な要望等が書かれた用紙等及び往信用封筒は返信いたしません。 ・多数の申込みが見込まれる為、返却にお時間がかかる場合があります。 ・切手の貼り方や台紙の材質によって印影が乱れる場合があります。"
"1906","さっぽろ東急百貨店内郵便局","北海道","〒060-8619 北海道北海道札幌市中央区北四条西２丁目１","北海道北海道札幌市中央区北四条西２丁目１","43.802906","143.894684","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1906","〒060-8619 北海道札幌市中央区北4条西2丁目1 さっぽろ東急百貨店内郵便局（風景印担当）宛"
"1897","名古屋池下郵便局","愛知県","〒464-0067 愛知県名古屋市千種区池下1-10-2","愛知県名古屋市千種区池下1-10-2","35.168255","136.943909","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1897","名古屋池下郵便局 〒464-0067 名古屋市千種区池下1-10-2 ※「新意匠の初日押印」並びに「旧意匠の風景印」を希望される場合は、3月27日(水)までに到着するよう余裕を持って郵送をお願いします。 【注意事項等】 ・お申し込みの際、複数種類の郵頼を一つの往信封筒に入れるのは、ご遠慮ください。 ・依頼内容に不備があった場合やご希望に添えない場合などで、確認の連絡が取れない場合には、押印せずに返送させていただきます。 ・押印の具体的な要望等が書かれた用紙等及び往信用封筒は返信いたしません。 ・多数の申込みが見込まれる為、返却にお時間がかかる場合があります。 ・切手の貼り方や台紙の材質によって印影が乱れる場合があります。"
"1928","福井北四ツ居郵便局","福井県","〒918-8205 福井県福井市北四ツ居3－11－15","福井県福井市北四ツ居3－11－15","36.069221","136.246429","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1928","〒918-8205 福井県福井市北四ツ居3-11-15 福井北四ツ居郵便局 風景印担当あて (留意点) ・押印の具体的な指示内容等が記入された用紙等及び往信用封筒は返信いたしません。 ・締切後に到着した郵頼につきましてはお客さまへ返信させていただく場合がございます。 ・依頼内容に不明な点等があり、お客さまへの連絡が取れない場合は、押印せずお返しする場合があります。 ・多数の郵頼が見込まれるため、返信にお時間がかかる場合があります。"
"1941","田原郵便局","和歌山県","〒649-4112 和歌山県東牟婁郡串本町田原４２６","和歌山県東牟婁郡串本町田原４２６","33.540421","135.873093","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1941","〒649-4112 和歌山県東牟婁郡串本町田原４２６ 田原郵便局 「記念押印担当」あて ※郵便による初日押印は2024/7/29(月)到着分まで受付いたします。 【郵頼について】 ・「引受消印」及び「記念押印」の両方をご希望される場合は、それぞれ別々の封筒でお申込みください。 ・押印の指示内容、お客さまの日中に繋がる電話連絡先を明記した指示書及び返信用封筒（返送先を明記し、必要な切手を貼りつけたもの）等を必ず同封してください。 ※押印内容の確認等でご連絡をさせていただく場合がございます。 【注意事項】 ・イベントが中止となった場合、お申し込みいただきました郵頼については、押印せずに返送させていただきます。 ・依頼内容に不備があった場合などで、確認の連絡が取れない場合には、押印せずにお返しいたします。 【その他】 ・多数の申込みが見込まれる為、返却にお時間がかかる場合があります。 ・切手の貼り方や台紙の材質によって印影が乱れる場合があります。"
"1916","阿倍野文の里駅前郵便局","大阪府","〒545-0004 大阪府大阪市阿倍野区文の里１－７－４１","大阪府大阪市阿倍野区文の里１－７－４１","34.637131","135.518677","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=1916","①2024年5月24日(金)まで 〒545-0004 大阪府大阪市阿倍野区文の里２－１７－９ 阿倍野文ノ里郵便局 あて ②2024年5月27日(月)以降(※初日押印の対応は出来かねますのでご注意ください。) 〒545-0004 大阪府大阪市阿倍野区文の里１－７－４１ 阿倍野文の里駅前郵便局あて 【初日押印の郵頼について】 ・使用開始日の2024年5月27日(月)の日付で押印ご希望のお客さまは、2024年5月17日(金)(当日消印有効)までに①の宛先へ必着するよう郵送してください。 【押印サービス申込方法について】 ・押印サービスご希望のお客さまは、窓口にお越しいただくか郵頼にてお申込みください。 ・郵便局窓口での押印を希望されるお客さまは、混雑緩和のため、事前に押印する台紙等をお手元にご準備の上、郵便局窓口へお越しください。 (郵便局窓口における押印可能時間は、平日9：00～17：00です。) ・指示内容に不備があり、お客さまへの連絡が取れない場合は、押印せずお返しいたします。 ・旧意匠(阿倍野文ノ里郵便局)の風景印の郵頼締切は2024年5月17日(金)(当日消印有効)です。 ・押印を希望する風景印が「旧意匠の風景印」か「新意匠の風景印」のどちらかをご明記ください。 ・郵頼にて「引受消印」及び「記念押印」の両方をご希望される場合は、それぞれ別々の封筒でお申込みください。 ・封筒の表面には「引受消印」または「記念押印」と朱書きしてください。 【納入物について】 ・押印の指示内容、お客さまの電話連絡先を明記した指示書を必ず同封してください。 ・返信用封筒等も忘れずに同封してください。 【連絡先の記載】 ・郵頼に関する確認のご連絡をさせていただく場合がございますので、お申込封筒または押印指示書等にご連絡先の電話番号を記載してください。 【注意事項】 ・依頼内容に不備があった場合などで、確認の連絡が取れない場合には、押印せずにお返しいたします。 【その他】 ・郵頼は余裕を持ってお申込ください。 ・なお、多数の申込が見込まれる為、返却まで数カ月頂戴する場合がございますのでご了承ください。 ・台紙等の材質・切手の貼り方によって鮮明に映らない場合がございますのでご了承願います。"
